Ngày đăng,Loại hình,Địa chỉ,Giá (VND),Diện tích đất (m2),Diện tích sàn (m2),Phòng ngủ,Phòng tắm,Tình trạng nội thất,Giấy tờ pháp lý,Tiêu đề,Mô tả,Lý do loại bỏ,Diện tích
04/07/2025,,"Mũi Lớn 1, Tân An Hội, Củ Chi, Hồ Chí Minh",3200000000.0,205.7,205.7,1.0,1.0,unfurnished,certificate,"Chính chủ cần bán đất thổ cư tại Tân An Hội, Củ Chi","Bán đất đô thị tại Tân An Hội, Củ Chi, Hồ Chí Minh.  Diện tích tổng thể 20.74m x 10m. (đất ở: 60m2; đất trồng cây hàng năm: 206.5m2) Tính năng chính là đất trống, chưa có nội thất, cho phép bạn tự do thiết kế theo phong cách cá nhân.  Đây là cơ hội lý tưởng cho những ai muốn đầu tư hoặc xây dựng nhà ở.  Liên hệ ngay để biết thêm chi tiết!",Tin rao bán đất thật,
02/07/2025,,"Đường Số 8, Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",15000000000.0,120.0,120.0,1.0,1.0,,certificate,"Đất ở vị trí đẹp, diện tích 120 m², nằm trên đường số 8, phường Hiệp Bình Chánh, Thủ Đức, ","Chính chủ cần bán đất thổ cư tại Đường số 8, Phường Hiệp Bình Chánh, Thủ Đức  🔵Diện tích: 120 m²   🟢Gần bờ sông thoáng mát, thuận tiện sinh hoạt   🔵Loại hình: Đất ở, đất thổ cư   🟢Thành phố Thủ Đức, Hồ Chí Minh   🔴Phù hợp để xây dựng nhà ở hoặc đầu tư",Tin rao bán đất thật,
27/06/2025,alley_house,"40/51T Nguyễn Văn Bứa, Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",5500000000.0,180.6,169.3,1.0,1.0,partially_furnished,certificate," Chính chủ bán đất tại 40/51T đường Nguyễn Văn Bứa, xã Xuân Thới Sơn, huyện Hóc Môn. Giá 5.5 Tỷ Tl","🔶Chủ sở hữu chính chủ bán đất tại đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP. Hồ Chí Minh   🟢Diện tích: 184 m²   🔹Kích thước: 8m x 23m   🚗Bề rộng đường/hẻm trước nhà: phù hợp cho xe hơi   🔸Thông tin thêm: có kho xưởng sẵn   🔵Giá bán: 5.5 tỷ VNĐ (Năm tỷ năm trăm triệu đồng), có thể thương lượng",Tin rao bán đất thật,
26/06/2025,,"1104 Tỉnh Lộ 10, Tân Tạo, Bình Tân, Hồ Chí Minh",4800000000.0,64.0,0.0,1.0,1.0,unfurnished,certificate,"Chủ sở hữu chính thức bán đất  Địa chỉ: 1104 Đường Tỉnh Lộ 10, Phường Tân Tạo, Quận Bình Tân","🔵Vị trí: 1104 Đường Tỉnh Lộ 10, phường Tân Tạo, quận Bình Tân, TP. Hồ Chí Minh   🟢Diện tích: 64 m²   ⚪Kích thước: 4m x 16m   🔴Hướng: Tây   🔵Khu dân cư an ninh, dân trí cao   🟢Giá bán: 4,8 tỷ VNĐ (thương lượng)   🔴Không tiếp môi giới quảng cáo",Tin rao bán đất thật,
26/06/2025,,"đường số 32, Long Thạnh Mỹ, 9, Hồ Chí Minh",8500000000.0,96.4,100.0,1.0,1.0,unfurnished,certificate,"Chính chủ bán đất mặt tiền Đường số 32, Phường Long Thạnh Mỹ, Quận 9","Chính chủ bán đất tại đường số 32, Phường Long Thạnh Mỹ, Quận 9, TP. Hồ Chí Minh   🔹 Diện tích: 96.4 m²   🚗 Bề rộng đường/hẻm trước nhà: xe hơi vào thoải mái   💰 Giá bán: 8,5 tỷ đồng (Tám tỷ, năm trăm triệu đồng), có thể thương lượng",Tin rao bán đất thật,
24/06/2025,,"Quốc Lộ 1A, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh",5400000000.0,466.9,466.9,1.0,1.0,unfurnished,certificate,"Bán đất thổ cư tại mặt tiền Quốc Lộ 1A, phường Bình Hưng Hòa B, quận Bình Tân","Bán đất đô thị 466.9 m² tại Quốc Lộ 1A, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh.  Diện tích dài 32.8m, rộng 15.7m.  Nơi lý tưởng để đầu tư hoặc xây dựng nhà ở.  Khu vực phát triển, gần các tiện ích và giao thông thuận lợi.  Cơ hội không thể bỏ lỡ cho những ai tìm kiếm một vị trí đẹp để phát triển dự án. Liên hệ ngay để biết thêm chi tiết!",Tin rao bán đất thật,
23/06/2025,,"50/2 ĐƯỜNG SỐ 14 , Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh",4600000000.0,54.0,54.0,1.0,1.0,unfurnished,certificate,"Chính chủ Bán đất diện tích 54m² tại 50/2 ĐƯỜNG SỐ 14 , Phường Bình Hưng Hoà A, Quận Bình Tân  Giá bán: 4,6 tỷ đồng","Bán đất diện tích 54m² tại 50/2 ĐƯỜNG SỐ 14, phường Bình Hưng Hòa A, quận Bình Tân   Giá bán: 4,59 tỷ đồng   Phù hợp để ở hoặc đầu tư, đất thổ cư tại Hồ Chí Minh",Tin rao bán đất thật,
23/06/2025,,"Đường Trường Lưu, Long Trường, Thủ Đức, Hồ Chí Minh",4100000000.0,79.3,79.3,,,unfurnished,certificate,"Chính chủ bán đất thổ cư tại đường Trường Lưu, Phường Long Trường, Quận 9.","Chính chủ bán đất tại đường Trường Lưu, phường Long Trường, quận 9, TP. Hồ Chí Minh   🔹Diện tích: 79,3 m², nở hậu 7m5 🛣️Bề rộng đường trước nhà: rộng xe hơi   🔹Loại đất: Thổ cư   🔸Giá bán: 4,1 tỷ VNĐ (bốn tỷ một trăm triệu đồng), có thể thương lượng   🚫Không tiếp quảng cáo",Tin rao bán đất thật,
23/06/2025,,"63/18/4 HT45, Hiệp Thành, 12, Hồ Chí Minh",4150000000.0,75.0,75.0,,,other,certificate,"Chính chủ bán đất thổ cư tại 63/18/4 đường HT45, Phường Hiệp Thành, Quận 12 Giá 4.15 Tỷ TL","🔵Địa chỉ: 63/18/4 Đường HT45, Phường Hiệp Thành, Quận 12, TP. Hồ Chí Minh   🟢Diện tích: 75 m²   ⚪Bề rộng đường/hẻm trước nhà: rộng đủ để xe hơi ra vào   🟢Giá bán: 4,15 tỷ đồng (thương lượng)",Tin rao bán đất thật,
23/06/2025,,"Đường Đông Thạnh 2-3, Đông Thạnh, Hóc Môn, Hồ Chí Minh",3850000000.0,113.0,113.0,,,other,certificate,"Chính chủ bán đất thổ cư tại Đường Đông Thạnh 2-3, Xã Đông Thạnh, Huyện Hóc Môn","Chính chủ bán đất tại đường Đông Thạnh 2-3, Xã Đông Thạnh, Huyện Hóc Môn, TP. Hồ Chí Minh   🔹 Diện tích: 113 m²   🛣️ Đường trước nhà rộng đủ cho xe hơi   🔸 Thông tin thêm: Đất thổ cư, sổ đỏ chính chủ   💰 Giá bán: 3,85 tỷ VNĐ (Ba tỷ tám trăm năm mươi triệu đồng), có thể thương lượng   🚫 Không tiếp quảng cáo, vui lòng liên hệ chính chủ để biết thêm chi tiết",Tin rao bán đất thật,
20/06/2025,,"Thạnh Xuân 40, Thạnh Xuân, 12, Hồ Chí Minh",4200000000.0,97.5,98.0,1.0,1.0,unfurnished,certificate,"Chính chủ cần bán hai lô đất diện tích 98m² tại đường Thạnh Xuân 40, phường Thạnh Xuân, quận 12.","Tôi chính chủ bán đất tại đường Thạnh Xuân 40, Phường Thạnh Xuân, Quận 12, TP. Hồ Chí Minh   🟢 Diện tích: 97.5 m²   🔵 Kích thước: 5m x 19m   ⚪ Đường trước nhà rộng xe hơi ra vào thoải mái   🔵 Thông tin thêm: gồm 2 lô đất liền kề   🟢 Giá bán: 4,2 tỷ VNĐ (bốn tỷ hai trăm triệu đồng), thương lượng   🔴 Không tiếp quảng cáo",Tin rao bán đất thật,
20/06/2025,,"Đường An Phú Đông 12, An Phú Đông, 12, Hồ Chí Minh",3650000000.0,50.0,50.0,1.0,1.0,unfurnished,certificate,"Bán đất thổ cư nằm trong hẻm đường An Phú Đông 12, phường An Phú Đông, Quận 12","Bán đất thổ cư tại Đường An Phú Đông 12, An Phú Đông, quận 12, Hồ Chí Minh. Diện tích 50m², chiều dài 8.56m, chiều rộng 6.52m, tọa lạc ở vị trí thuận tiện, lý tưởng để xây dựng nhà ở hoặc đầu tư. Khu vực dân cư đông đúc, gần nhiều tiện ích, giao thông thuận lợi. Đất phù hợp với những ai tìm kiếm không gian sống yên tĩnh. Đừng bỏ lỡ cơ hội sở hữu mảnh đất này!",Tin rao bán đất thật,
19/06/2025,,"Long Trường, Long Trường, Thủ Đức, Hồ Chí Minh",5000000000.0,116.9,109.0,1.0,1.0,unfurnished,certificate,"Bán đất thổ cư đường Long Trường, phường Long Trường, quận 9.","🔴Chính chủ bán đất tại đường Long Trường, P. Long Trường, Quận 9, TP.HCM   🟢Diện tích: 116.9 m²   🔵Kích thước: 5m x 23m   ⚪Đường trước nhà rộng xe hơi ra vào thoải mái   🔵Đất thổ cư, phù hợp xây dựng nhà ở hoặc kinh doanh   🟢Giá bán: 5 tỷ đồng, thương lượng nhẹ   🔴Không tiếp quảng cáo, liên hệ trực tiếp để thương lượng",Tin rao bán đất thật,
18/06/2025,,"đường số 4, Trường Thạnh, Thủ Đức, Hồ Chí Minh",8250000000.0,100.0,100.0,1.0,1.0,other,certificate,"Chính chủ bán đất tại 4 đường số 4, Phường Trường Thạnh, Quận 9","🔵Vị trí: 4 Đường số 4, Phường Trường Thạnh, Quận 9, TP. Hồ Chí Minh   🟢Diện tích: 100 m²   ⚪Kích thước: 4m x 25m   🔵Đường trước nhà rộng xe hơi, thuận tiện di chuyển   ⚪Loại đất: Đất thổ cư   🔴Giá bán: 8,25 tỷ đồng (Tám tỷ hai trăm năm mươi triệu đồng), thương lượng",Tin rao bán đất thật,
18/06/2025,,"868/13 Nguyễn Xiển, Long Thạnh Mỹ, Thủ Đức, Hồ Chí Minh",5000000000.0,117.6,117.6,1.0,1.0,unfurnished,certificate,"Bán đất thổ cư tại hẻm đường Nguyễn Xiển, phường Long Thạnh Mỹ, quận 9 ","Bán đất thổ cư diện tích 117,6m² tại hẻm đường Nguyễn Xiển, P. Long Thạnh Mỹ, Quận 9   Giá: 6 tỷ đồng  (TL) Phù hợp để xây dựng nhà ở hoặc đầu tư lâu dài   Liên hệ để biết thêm chi tiết.",Tin rao bán đất thật,
18/06/2025,,"83/21 Ao Đôi, Bình Trị Đông A, Bình Tân, Hồ Chí Minh",6300000000.0,95.5,95.0,1.0,1.0,unfurnished,certificate,"Bán đất thổ cư tại Đường Ao Đôi, Phường Bình Trị Đông A, Quận Bình Tân ","Bán đất diện tích 95m² tại đường Ao Đôi, phường Bình Trị Đông A, quận Bình Tân   Diện tích: 61.9m2 đất ở tại đô thị; 33.6m2 đất trồng lúa nước  Giá bán: 6,3 tỷ đồng   Phù hợp để xây dựng nhà ở hoặc đầu tư lâu dài",Tin rao bán đất thật,
13/06/2025,,"Quốc lộ 1, Bình Chánh, Bình Chánh, Hồ Chí Minh",9380000000.0,160.0,160.0,1.0,1.0,unfurnished,certificate," chính chủ bán đất  tại đường Quốc lộ 1, xã Bình Chánh, huyện Bình Chánh","Chủ nhà chính chủ bán đất tại đường Quốc lộ 1, Xã Bình Chánh, Huyện Bình Chánh, TP. Hồ Chí Minh   🔸Diện tích: 160 m²   🅿️Bề rộng đường trước nhà: xe hơi ra vào thoải mái   🟢Thông tin thêm: Đất thổ cư, phù hợp xây dựng nhà ở hoặc kinh doanh   🔸Giá bán: 9,38 tỷ VNĐ (Chín tỷ ba trăm tám mươi triệu đồng), có thể thương lượng   🚫Không tiếp quảng cáo, vui lòng liên hệ chính chủ để biết thêm chi tiết",Tin rao bán đất thật,
29/10/2025,alley_house,"40A Đường Tôn Thất Tùng, Phạm Ngũ Lão, 1, Hồ Chí Minh",36800000000.0,71.5,337.9,13.0,13.0,furnished,certificate,"Bán - Nhà hẻm 40A Đường Tôn Thất Tùng, Phạm Ngũ Lão, 1, Hồ Chí Minh","Bán tòa nhà căn hộ dịch vụ 40A Tôn Thất Tùng, P. Bến Thành, Quận 1 (Lõi trung tâm) -Vị trí: Góc 2 mặt tiền siêu đẹp.  -Hẻm rộng 3 xe hơi tránh nhau - VIP nhất khu vực. -Tiện ích xung quanh:Ngay Ga Metro Bến Thành-Suối Tiên, Công viên 23/9, Chợ Bến Thành, Trần Hưng Đạo... (Đi bộ vài bước) -Diện tích: 7,5m x 10,5m (Vuông vức, lý tưởng) (CN 71,5 m2) -Kết cấu: 5 Tầng + Sân Thượng, có Thang máy cao cấp. -Công năng: 13 Căn hộ cao cấp (Thiết kế hiện đại, đầy đủ nội thất, có máy giặt riêng từng căn)",Outlier theo Giá (alley_house),71.5
29/10/2025,alley_house,"2R Đường Trường Sơn, 2, Tân Bình, Hồ Chí Minh",19000000000.0,47.0,218.0,8.0,8.0,unfurnished,certificate,"Bán - Nhà hẻm 2R Đường Trường Sơn, 2, Tân Bình, Hồ Chí Minh","Bần bán nhà mặt tiền : 02R Trường Sơn P2 Tân Bình TPHCM - DT: 4.31 x18 m2 , CN: 47m2 DTSD: 218 m2 thuê khoán 35tr/ tháng , có 8PN 8WC ......... - Nhà 2 mặt tiền, nằm ngay khu vực sân bay  - Xung quanh tiện ích đầy đủ, sát bên sân bay thuận tiện đi các khu vực trung tâm. - Giá 19 tỷ",Outlier theo Giá (alley_house),47.0
28/10/2025,alley_house,"242/106 Đường Nguyễn Thiện Thuật, 3, 3, Hồ Chí Minh",19600000000.0,57.0,0.0,4.0,4.0,unfurnished,certificate,"Bán - Nhà hẻm 242/106 Đường Nguyễn Thiện Thuật, 3, 3, Hồ Chí Minh","242/106 NGUYỄN THIỆN THUẬT 57m2 - 19.6 TỶ (THƯƠNG LƯỢNG).   MÔ TẢ:    DIỆN TÍCH: 57m2 - 3.7x15m.   4 TẦNG BTCT - 4 PHÒNG NGỦ + 4WC + PHÒNG THỜ + PHÒNG KHÁCH.   PHÁP LÝ: SỔ HỒNG RIÊNG, CÔNG CHỨNG NGAY.",Outlier theo Giá (alley_house),57.0
28/10/2025,alley_house,"46 - 48 Cư Xá Phú Lâm D, Phường Bình Phú, Thành phố Hồ Chí Minh",28000000000.0,128.6,0.0,4.0,4.0,unfurnished,certificate,Bán - Nhà hẻm ,"Thông tin chung - 46 - 48 Lô G, Cư Xá Phú Lâm D, Phường 10, Quận 6, TP.HCM - Tôi chính chủ muốn bán căn nhà có vị trí tài sản tọa lạc tại Mặt tiền Thông tin đất - Kích thước: 7.8m x 17.2m - Hình dáng đất: vuông vức - Diện tích đất tổng: 128.6m², mục đích sử dụng: Đất nhóm nhà ở Thông tin công trình xây dựng - Công trình xây dựng: trệt 2 lầu, sân thượng - Kết cấu: Tường gạch, sàn BTCT, mái BTCT - Chất lượng còn lại: 75% - Năm xây dựng: 2019 - Diện tích sử dụng: 180.4m² - Bao gồm: 4 phòng ngủ 4 nhà vệ sinh - Tài sản đang được chủ nhà và người thân sử dụng để ở ổn định",Outlier theo Giá (alley_house),128.6
27/10/2025,alley_house,"240 Đường Cao Thắng, 12, 10, Hồ Chí Minh",45000000000.0,88.6,536.0,1.0,1.0,partially_furnished,certificate,"Bán - Nhà hẻm 240 Đường Cao Thắng, 12, 10, Hồ Chí Minh","Bán tòa nhà mặt tiền 240 Cao Thắng, P12, Q10 Diện tích: 88.6m2 (5.2mx18m)  Kết cấu: 1 Trệt, 1 Lửng, 6 Lầu. Nhà vị trí trung tâm đẹp. Tiện mua đầu tư kinh doanh. Văn phòng công ty. Spa. Thẩm mỹ. Vị trí Đắc địa. Phong thủy cực tốt. Nằm giữa Lê Hồng Phong và Đường 3/2. Khu vực sầm uất. kinh doanh mua bán đa ngành nghề. Gía bán: 45 tỷ",Outlier theo Giá (alley_house),88.6
27/10/2025,alley_house,"372A/2 Đào Duy Anh, 9, Phú Nhuận, Hồ Chí Minh",25000000000.0,112.6,178.4,3.0,2.0,unfurnished,certificate,"Bán - Nhà hẻm 372A/2 Đào Duy Anh, 9, Phú Nhuận, Hồ Chí Minh","Bán nhà tại134/3A Đào Duy Anh, P.9, Q.Phú Nhuận, TP.HCM - Diện tích: 4 x 28,15m (112,6m2)   - Kết cấu: trệt + 1 lầu - Nhà ở lâu năm, hẻm xe hơi trước và sau, thuận tiện di chuyển   - Giá bán: 25 tỷ  TL",Outlier theo Giá (alley_house),112.6
27/10/2025,alley_house,"31/8/14 đường 17, Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",49000000000.0,617.5,232.12,3.0,3.0,unfurnished,certificate,"Bán - Nhà hẻm 31/8/14 đường 17, Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh","Khu biệt thự dành cho Đại gia DT: 617.5m2 - Ngay sau trung tâm thương mại Gigamall thủ đức - ngay đường Phạm văn đồng - gần sân bay Tân sơn nhất - Biệt thự vườn còn sót lại có diện tích lý tưởng trong đó diện tích xây dựng biệt thự khoản 341m2, (Thổ Cư) còn lại 276m2 (CLN) là thiết kế tiểu cảnh, cây ăn trái, sân vườn rất tươi mát - Biệt thự gần sông sài gòn - nằm ở vị thế cao ráo - nên không ngập - Hàng xóm ở đây thân thiện - cao cấp - sang trọng - Pháp lý: sổ hồng Giá từ 62 tỷ giảm 49 tỷ",Outlier theo Giá (alley_house),617.5
24/10/2025,alley_house,"B124/19 Bạch Đằng, 2, Tân Bình, Hồ Chí Minh",43000000000.0,116.9,147.8,6.0,8.0,unfurnished,certificate,"Nhà 3 tầng mặt tiền đường Bạch Đằng, quận Tân Bình - Giá bán: 25,5 tỷ (Giá đã điều chỉnh tăng)","Bán nhà tại B124/19 Bạch Đằng, P.2, Q.Tân Bình, TP.HCM Diện tích: 116.9m2 (Hình dáng đất tam giác) Kết cấu: trệt + 3 lầu gồm 2 kiot và 6pn, 6wc Đang cho thuê khách sạn và quán cafe thu nhập 43tr/ tháng – Giá bán: 43 tỷ (thương lượng)",Outlier theo Giá (alley_house),116.9
23/10/2025,alley_house,"119/3 Đường Nguyễn Văn Lượng, 17, Gò Vấp, Hồ Chí Minh",29600000000.0,118.63,291.27,3.0,4.0,unfurnished,certificate,"Bán - Nhà hẻm 119/5 Đường Nguyễn Văn Lượng, 17, Gò Vấp, Hồ Chí Minh","Có thể bán lẻ từng căn: 119/3 Nguyễn Văn Lượng: Giá 13 tỷ, 119/5 Nguyễn Văn Lượng: Giá 16.6 tỷ. 119/3 & 119/5 Nguyễn Văn Lượng,Phường 17 Gò Vấp  DT 2 căn: 7.2x48 nở hậu 14 Hiện trạng chia thành 2 căn:    Căn 119.3 : kết cấu 3 tầng gồm phòng khách, bếp, sân để xe hơi trước, sân vườn phía sau, Căn 119.5 hiện có dãy phòng trọ 14 phòng. Thu nhập hàng tháng 32tr, Chủ xác định bán đất Pháp lý chuẩn, hoàn công đầy đủ, sổ gửi bank giữ dùm. Giá chào 29.6 tỷ / 2 căn.",Outlier theo Giá (alley_house),118.63
22/10/2025,alley_house,"934A đường An Dương Vương, 13, 6, Hồ Chí Minh",19000000000.0,218.5,220.2,7.0,7.0,unfurnished,certificate,"Bán nhà phố trong hẻm xe gác tại số 934A An Dương Vương, phường 13, quận 6, TP. Hồ Chí Minh","Bán nhà 934A đường An Dương Vương, Phường 13, Quận 6, TP.HCM - Kích thước: 8.1m x 25.05m - Hình dáng đất: Nở hậu - Diện tích đất tổng: 218.5m² - Công trình xây dựng: trệt + lầu - Diện tích sử dụng: 220.2m² - Bao gồm: 1 nhầ 2 tầng và dãy trọ 6 phòng trọ có gác khép kín 7 phòng ngủ 7 nhà vệ sinh",Outlier theo Giá (alley_house),218.5
22/10/2025,alley_house,"44/8 Trung Lang, 12, Tân Bình, Hồ Chí Minh",18950000000.0,124.7,339.3,14.0,14.0,furnished,certificate,"Bán - Nhà hẻm 44/8 Trung Lang, 12, Tân Bình, Hồ Chí Minh","Cần bán CHDV tại 44/8 Trung Lang, P.12, Q.Tân Bình, TP.HCM + Diện tích: 124.7m2. Kết cấu: Trệt + 2 lầu + Sân thượng + 14 phòng full nội thất cao cấp mới 100%  + Doanh thu 98tr/tháng -> gần 1tỷ200tr/năm (Full khách) + Thang máy kính trong xung quanh chuẫn hiện đại mới  + PCCC theo qui định công nghệ mới nhất ( Cửa chống cháy + báo khói từng phòng + thang thoát hiểm trước sau + mặt nạ phòng độc + tiêu lệnh ) + Hệ thống camera + vân tay + máy phun tinh dầu hiện đại Giá bán:18.95 tỷ TL",Outlier theo Giá (alley_house),124.7
22/10/2025,alley_house,"3/19A Quang Trung, 14, Gò Vấp, Hồ Chí Minh",22000000000.0,177.3,170.1,3.0,2.0,unfurnished,certificate,"Nhà 1 lầu cần bán tại Đường Quang Trung, Phường 14, Quận Gò Vấp – Giá 22 tỷ","Bán nhà tại 3/19A Quang Trung, P.14, Q.Gò Vấp, TP.HCM Diện tích 177.3m2 Kết cấu: 1 trệt 1 lầu, 3 pn 2 wc Cách 8m ra đường Quang Trung, sân nhà xe hơi vào được Giá bán 22 tỷ TL",Outlier theo Giá (alley_house),177.3
21/10/2025,alley_house,"380/26 Phạm Văn Chiêu, 9, Gò Vấp, Hồ Chí Minh",24000000000.0,252.4,168.4,3.0,2.0,unfurnished,certificate,"Nhà bán tại đường Phạm Văn Chiêu, Phường 8, Quận Gò Vấp, diện tích 252m2, giá bán 24 tỷ.","Bán nhà 380/26 Phạm Văn Chiêu, P.9, Q.Gò Vấp, TP.HCM Diện tích 252.4m2, nở hậu chữ L 27m - Hướng Đông: mặt tiền rộng 5.83m - Hướng Bắc: mặt tiền 4,6m - Đã có sổ hồng   - Giá bán: 24 tỷ  TL",Outlier theo Giá (alley_house),252.4
20/10/2025,alley_house,"56 dường Nguyễn Biểu, 1, 5, Hồ Chí Minh",28600000000.0,76.7,268.0,6.0,4.0,unfurnished,certificate,"Bán - Nhà mặt tiền 56 dường Nguyễn Biểu, 1, 5, Hồ Chí Minh","Bán nhà mặt tiền VIP 56 Nguyễn Biểu p1 Quận 5 - Ngang 4m x 18,7m nở hậu 4,3m. - Diện tích công nhận 76.7m2. - Kết cấu: 1 trệt 2 lầu, sân thượng nhà đã hoàng công 286m diện tích sử dụng. - Nhà được 6 phòng, nhà cũ thuận tiện sửa chữa lại mới. - Nhà có lề đường 4m , nhà hướng Tây Nam sát bên đường Trần Hưng Đạo. - Nhà nằm ngay khu vực kinh doanh buôn bán mọi ngành nghề. - Giá: 28 tỷ 600 còn thương lượng.",Outlier theo Giá (alley_house),76.7
14/10/2025,alley_house,"149/14 Bành Văn Trân, 7, Tân Bình, Hồ Chí Minh",68000000000.0,324.9,695.5,7.0,8.0,furnished,certificate,"Bán - Nhà hẻm 149/14 Bành Văn Trân, 7, Tân Bình, Hồ Chí Minh","🌟 SIÊU PHẨM BIỆT THỰ CHÂU ÂU ĐẲNG CẤP – KHU VIP TÂN BÌNH – 3 MẶT THOÁNG – THANG MÁY – HỒ BƠI – GIÁ CHỈ 68 TỶ 🌟 📍 Địa chỉ: 149/14 Bành Văn Trân, Phường 7, Quận Tân Bình, TP. HCM 🔹 Thông tin chi tiết:  • Diện tích: 10.3m x 34m (nở hậu tài lộc)  • Kết cấu: 1 hầm, 1 trệt, 3 lầu, sân thượng  • 7 phòng ngủ master, 8 toilet, thang máy, gara ô tô, hồ bơi riêng, sân vườn xanh mát  • Full nội thất cao cấp nhập khẩu, chỉ việc xác",Outlier theo Giá (alley_house),324.9
14/10/2025,alley_house,"338/20 An Dương Vương, 4, 5, Hồ Chí Minh",22000000000.0,96.5,228.7,4.0,4.0,unfurnished,certificate,"Bán - Nhà hẻm 338/20 An Dương Vương, 4, 5, Hồ Chí Minh","Bán nhà riêng tại 338/20 An Dương Vương, quận 5, Hồ Chí Minh.  Nhà 1 trệt, 2 lầu, 4 phòng ngủ, 4 nhà vệ sinh, nằm trong khu dân cư an ninh, với không gian thoáng mát và nhiều ánh sáng tự nhiên.  Vị trí gần chợ và trường học, thuận tiện cho việc sinh hoạt.  Diện tích: 96.5m2 (4.85x19.9 vuông vức) Giá bán: 22 tỷ TL",Outlier theo Giá (alley_house),96.5
12/10/2025,alley_house,"22/10 đường Số 21, 8, Gò Vấp, Hồ Chí Minh",29000000000.0,73.9,0.0,30.0,30.0,furnished,certificate,"Bán - Nhà hẻm 22/8 đường Số 21, 8, Gò Vấp, Hồ Chí Minh","22/10 Đường số 21 - Phường 8 - Gò Vấp 🔥[GÒ VẤP] CHDV 30P ĐƯỜNG 21- DÒNG TIỀN 1.8 TỶ/NĂM. 💲 Giá chỉ 29 tỷ (Thương lượng)  ✔️ Kết cấu: 4 tầng ✔️ Thiết kế: 30P CHDV Cao cấp + 2 Mặt bằng, đầy đủ hệ thống PCCC, thang máy, full nội thất, đồng hồ điện tử, cửa Smartkey, Tivi, tủ lạnh, đang vận hành. ✔️ Dòng tiền: 150tr/tháng (có thu - chi chứng minh) 📄 Sổ hồng hoàn công đủ – sang tên ngay!",Outlier theo Giá (alley_house),73.9
12/10/2025,alley_house,"49/9 Phạm Văn Bạch, 15, Tân Bình, Hồ Chí Minh",24000000000.0,116.7,0.0,4.0,5.0,furnished,certificate,"Bán - Nhà hẻm 49/9 Phạm Văn Bạch, 15, Tân Bình, Hồ Chí Minh","Mô tả: khu Vực an Ninh dân trí, vị trí đẹp tốt nhất khu vực., + Phú hợp: mua ở, xây Khách Sạn, làm Căn Hộ dịch vụ., + Hướng: Đông Bắc , + Kết cấu: 1 trệt 1 lầu, sân thượng ( 1 phòng khách, nhà bếp, 4PN, 5 WC), + Sổ hồng chính chủ công chứng ngay trong ngày., Nhà 2 Sổ Liền Kề (*Diện tích trên là 2 sổ + ) .  Diện tích đất mỗi sổ : 116.7m2",Outlier theo Giá (alley_house),116.7
10/10/2025,alley_house,"496/67 Dương Quảng Hàm, 6, Gò Vấp, Hồ Chí Minh",73000000000.0,599.0,0.0,1.0,1.0,unfurnished,certificate,"Bán nhà cấp 4 nằm trong hẻm tại địa chỉ 496/67 Dương Quảng Hàm, P.6, Gò Vấp, TP. Hồ Chí Minh","Bán nhà cấp 4 tại 496/67 Dương Quảng Hàm, P.6, Gò Vấp, TP. Hồ Chí Minh   🔹 Diện tích: 599m²  - 555.8 m2 thổ cư 🔹 Kích thước: 18.3 x 33.55 vuông vức  🔹 Đang có hợp đồng thuể 55tr/tháng - kinh doanh cafe sân vườn 🔹 Giá bán: 73 tỷ TL",Outlier theo Giá (alley_house),599.0
10/10/2025,alley_house,"120/6 đường số 6, Bình Trưng Tây, Thủ Đức, Hồ Chí Minh",38000000000.0,305.7,1209.0,53.0,53.0,unfurnished,certificate,"Bán - Nhà hẻm 120/6 đường số 6, Bình Trưng Tây, Thủ Đức, Hồ Chí Minh","120/6 Đường số 6, Phường Bình Trưng Tây (Q2 cũ) TP. Thủ Đức. Tiêu đề vệ tinh: CHDV 4 lầu HXH Nguyễn Thị Định Q.2  T.máy có hầm TN 200tr chỉ 39 tỷ.   * Bán CHDV hẻm xe hơi ra vào thoải mái, thiết kế an toàn có lối thoát hiểm, PCCC, thang máy, phòng rộng rãi, sạch sẽ có gác lửng, giá trị phòng ổn định từ 3.1 triệu đến 10 triệu. Tổng 53PN phòng",Outlier theo Giá (alley_house),305.7
